content,rating
"sebenarnya ini niat mempermudah atau mempersulit? tolong BPJS perbaiki app mobile jkn karena masih banyak kendala. kemaren saya dari BPJS dapet rujukan ke RS dan disurus daftar lewat aplikasi tapi setiap kali daftar malah muncul tulisan""permintaan anda belum bisa diproses"" ini gimana maksudnya? ditambah setiap update pasti log out sendiri, itu untuk yang lupa password/no HP udah g aktif gimana?",1
sangat bagus sekali,5
Terbaik,5
pelayanan baik dan cepat,5
bagus 👍,5
aplikasi bikin ribet masa udah di update saya ga bisa masuk gimana sih,1
"mudah, akurat, simple",5
mantap,5
sangat membantu,5
bagus,5
baik,5
mobile jkn sangat membantu,5
so gaga ini uti,5
alhamdulillah mantap,5
gabisa di screenshot JD ribet kalo ada apa apa susah..,2
sangat membantu,5
ini aplikasi gimana yah.saya mau menjadwalkan kontrol buat bapa saya ga bisa di klik padahal jadwal kontrol nya Masih berlaku,4
ok,5
mantap mempermudah masyarakat dalam pengobatan,5
dapat menampilkan lokasi terdekat dengan cepat & akurat. perubahan data lebih cepat jadi 2 Minggu. josss.,5
pemindahan faskes mudah,5
"tak perlu ke kantor,verifikasi akun dari rumah mudah",5
"Pemaksaan dan penipuan.. penambahan anggota baru langsung masuk tagihan 837.000 per orang, tanpa ada konfirmasi menu pilihan langsung aktif atau menunggu 14 hari.",1
sangat membantu,5
MANTAP,5
baru coba belajar buat kesehatan,4
sangat membantu,5
BPJS kesehatan mengarahkan pasien ke rumah sakit rujukan yang tidak selalu ada poli spesialisnya ( meski terdaftar di BPJS ada ) dan jauh- jauh dari lokasi tempat tinggal pasien. kami akhirnya memilih rumah sakit yang kami yakin pasti ada poli anak yang kami tuju di situ..... hanya lokasi rumah sakit mitra keluarga Kenjeran surabaya jauh dari lokasi tempat tinggal kami di jl Kutisari Surabaya. justru rumah sakit royal jl Kendangsari Surabaya tidak muncul sebagai rumah sakit rujukan,1
"LEBIH DARI 3 MINGGU GAK BISA LOGIN GARA GARA MAU GANTI PASWORD, SMS KODE REFERAL NYA GAK ADA MULU! NIAT GAK SIH BIKIN APK? JANGAN NYUSAHIN! TOLONG PERBAIKI!",5
cara daftar ulang mobile jkn agak susah lupa paswodt gk bisa tampil d layar,2
keren,5
mantap,5
aplikasi tidak berguna verif muka berjam² tdk bisa,1
"buat verifikasi wajah susah ga selesai"" Ampe bingung nih gimana dah",3
bagus,5
"tolong setiap update versi jangan logout sendiri, ini menyusahkan untuk masuk lagi jika lupa akun dan lainnya",2
bagus,5
mudah dan cepat,4
Alhamdulillah puas dengan pelayanan JKN,5
saya suka,5
ok,5
ini Aplikasi Apa yaa...??? susah masuknya data acak acakan Call center pura2 budek...Apa sih dari indonesia yg bisa mudah di Akses,1
mantap jiwa mempesona,5
sangat membantu,5
Aplikasi ini memudahkan peserta JKN dalam melakukan perubahan data peserta program JKN,5
makasih sangat puas bisa langsung masuk ke aplikasi,5
luar biasa,5
"sangat membantu,memudahkan daptar onlen",5
bagus,3
"aplikasi banyak bugg, update lah",1
Makasih JKN,5
sangat membantu mempermudah,5
"aplikasi istimewa untuk kesehatan waktu sakit,membantu sekali",5
mohon untuk pergantian nomor kenapa tidak bisa menerima kode otp jadi semoga diperbaiki ya?,4
mtab,5
good,5
sangat bermanfaat bagi masyarakat 👍,5
sangat memuaskan,5
apk aneh wajah di di kamera suruh senyum kedip dilakulan tidak kedeteksi,1
good job,5
mobile JKN sangat membantu penggunaan BPJS.,5
saya sangat bersyukur dengan adanya aplikasi ini... sangat membantu dan recommend banget... trimakasih,5
ok,5
pelayanannya sangat bagus dokternya profesional.stafnya profesional apoteknya profesional.,5
ok bgt,5
"ini mau verifikasi no TLP susah bgt ya, di suruh pilih salah satu buat verifikasi tapi gak ada pilihan aneh bgt dah",1
sangat membantu sekali,5
ok,5
sangat membantu..terimakasih bpjs,5
"bug, setelah buka kartu anggota, rotasi hp tidak kembali seperti semula",1
mantap,5
sulit,1
bagus banget,5
Aplikasinya mudah digunakan dan sangat membantu,5
bagus,5
Good,5
semoga selalu mempermudah,5
terimakasih sudah bagus,5
mantap n bisa cari data2 dalam kk.. pelayanannya puskemas baik,5
sangat mudah di gunakan,5
pelayanan ok,5
mantap,5
lupa password nya bermasalah,1
sangat membantu,5
verivikasi wajah nya ribet lama sekali tida bisa langus sekali,1
JKN sangat membantu sekali dan sangat berguna bagi kehidupan dan kesehatan banyak orang.,5
bagus banget,5
Mantap 👍👍,5
"apa sih jadi aplikasi, gak boleh pakai nomor telepon double, tolong dong pikirin orang tua yang gak punya smartphone",2
puas terima kasih,5
ini kok Lupa password nya dibikin ribet ya. tulisan nya error terus. marai emosi wse,1
susah untuk registrasi verifikasi data aja susahnya minta ampun..bangun wooy..pemerintah sbnrnya mw nyusahin rakyat apa mw memudahkan c...gak jelas cuma bicara nya saja manis fakta di lapangna pada pahit bro.. apk gak jelas dan sulit,2
goodjob,5
Semoga bisa menjadi lebih baik lagi,5
saya sangat berterimakasih atas adanya aplikasi ini,5
sangat membantu,5
Alhamdulillah memudahkan,5
good,5
👍👍👍,5
ok,5
aplikasi pemerintah tolol semua,2
sangat membantu,5
"cepet dan sigap, mempermudah segala urusan bpjs",5
"udah daftar onlen, sampe rs masih di kasih print""an nomer antrian lag untk ke loket pndaftaran, sama saja om, daftar mandiri ,fungsnya apa aplikasi ini? sama aja tambah lama, antri nomer, trus antri pndaftaran, trus antri di poli.",2
sangat membantu sekali..,5
"aplikasinya tolong di perbaiki karena sering keluar/log out sendiri, kadang habis di update harus log in lagi, dan untuk saat ini tidak bisa melihat surat rujukan (padahal masih berlaku).",4
semoga membantu aplikasinya,4
sangat baik dan sangat membantu kita,5
tidak bisa mendaftar pad aplikasi ini. ada pesan yang muncul (terjadi kendala pada proses inquiry ke dukcapil,1
pelayanan yang mantab dan terbaik,5
"mudah2an pengoperasian,banyak manfaat.",5
ribet..udah ribet ngurusnya...ga selesai juga,1
Alhamdulillah PUAS Layanannya,5
sangat disayangkan sih pembatasan masuk mobile jkn hanya 3 ktp saja sedangkan aku butuh buat kalo daftarin ortu online jadi gak bisa bahkan yg punyaku sendiri gk bisa login dari hpku pdhl yg aku pakek duluan yg punyaku sendiri hadeehh tolong ditingkatkan lagi ya jangan dibatesi untuk login,3
ok,5
lama nya nunggu kode vervikasi apa harus ada pulsa nya,1
sangat membantu memudahkan jadi tidak ribet,5
apk macam apa ini gabisa login bikin kesel,1
sangat membantu,5
sangat membantu saya,5
gasuka pol mempersulit lansia tiba² logou verivikasi gak di kirim kirim smsnya,1
Aplikasi yg sangat membantu bgt buat kita semua tapi tolong dong buat developer JKN jgn sering log out sendiri dgn alasan perangkat device yg berbeda ksian klo seandainya para pengguna JKN yg lain nya lupa dengan pw dan email nya Dan tolong juga jgn dipersulit utk mendapaftar JKN nya Tolong perbaikin lagi bug nya agar para pengguna JKN lebih nyaman menggunakan nya Sukses trs buat apk JKN,5
cepat ditanggapi KLO ada mssalah,5
"oke, gampang pengoperasian nya",5
"apa ini aplikasi suatu NEGARA kok payah,,,mau msuk aja susahnya minta ampun",2
mudah di gunakan,5
overall siiipp,5
sangat membantu,5
saat ini simple untuk proses perubahan data,5
ribeeet g jelas,1
"Sangat membantu,memudahkan pelayanan kesehatan.kami sangat berterimakasih adanya JkN Mobile",5
SEMAKIN DI UPDATE SEMAKIN MENYEBALKAN. PADAHAL SERING BANGET HARUS UPDATE. MAU AMBIL ANTREAN SAJA SUSAH SEKALI,2
sangat membantu,5
interface nya bagus dan mudah dipahami,5
Cukup membantu ketika berobat.,5
"membantu sekali,pelayanan Ok",5
data rujukan tidak di temukan (eror),1
"alhamdulillah aplikasi JKN sgt membantu tuk membuat janji temu dg dokter faskes 1 dan tingkat C, semoga selalu memberikan pelayanan yg memuaskan",5
"login udah bener malah di bilang salah mulu, mana ga di jelasin yg salah di nik atau pw nya",1
bagus banget,5
"minta tolong perbaiki aplikasi masa org udah lama login lgs tak keluar aplikasi kalau lama dak di gunakan dan baru kalau kita mau login kembali baru pakai pulsa kak, bagaimana kalau org dak punya pulsa,bagaimana mau masuk aplikasinya, dan kalau bisa loginnya pakai data saja jgn pulsa kak karena pulsa mahal loh",1
aplikasi ini sangat baik👈,5
"bayar terus tiap bulan tapi pas di pake gak terhubung ke server RS,bayar tiap bulan baru pertama kali di pake udah gini haduuuh kacau boosssssss",1
pelayanan memuaskan,5
sngat membantu dlm pelayanan medis,5
sangat membantu👍👍👍,5
Very good,5
"pokoke oke dech sangat membantu pisan,mempermudah akses semua masalah kesehatan peserta 👍👍👍👍👍",5
"sangat membantu,dan memudahkan segala sesuatunya",5
"bpjs malah makin ribet.. mau ubah jadi mandiri malah bayar harus auto debet, udah cantumkan no rek, suruh hubungi bang..",1
bagus,5
Jangan kurangi lagi jumlah penyakit yang ditanggung BPJS. Kasihan orang-orang yang membutuhkan.,5
bagus,5
pelayanan sangat baik dan cepat,5
mantap,4
sangat membantu dan cepat,5
sangat mudah untuk daftar faskes nya,5
terimakasih BPJS saya warga miskin terbantu sekali adanya BPJS kesehatan dari pemerintah.,5
bisa bantu saya masuk aplikasi ini..? karna setiap berhasil login langsung di arahkan ke menu auto debit. tapi selalu gagal tiap memasukan data auto debit,1
Mantap,5
"Sangat Membantu ,😊",5
baik,5
sangat membantu kami untuk berobat,5
mudah di akses,5
Aplikasi Mobile JKN sangat mudah digunakan dan tidak menyita waktu yg lama.,5
pertahankan dan tingkatkan lagi pelayanannya biar seperti berobat umum,5
sangat membantu sekali,5
Terima kasih JKN atas pelayanannya.,5
mudah digunakan,5
sangar membantu,4
sangat membantu,5
sangat membantu,5
"aplikasi log out sendiri,.lupa sama pasword gak bisa masuk ,susah di mengerti",3
memudahkan kami dalam pelayanan antrian.,5
sangat membantu,5
semoga pelayanan lebih baik lagi,5
"sudah bagus, namun akun sering keluar sendiri...semoga ke depannya bisa lebih baik lagi sistemnya",5
mudah dan sangat membantu,5
sangat membantu,5
ketika masuk daftar online selalu eror tolong perbaiki untuk daftar antrian online 😢🙏🏻,5
makasih sangat membantu,5
bagus,5
"sudah tdk ngelag2 lagi, thx karna sdh mempermudah semuanya scr digital",5
aplikasi ribet ngeselin,2
bagus cepat,4
"Alhamdulillaah, memudahkan",5
simpel dan kompleks,5
cepat mendpt no antrean,5
gampang digunakan untuk pengguna pertama kali,5
ok terima kasih,5
oke,5
aplikasi nya tidak bgus tidak update SDH dibayar di kantor BPJS di aplikasi masih menunggak pemberitahuan nya. coba di perhatikan lagi tidak membantu juga walaupun sudah ada aplikasi cuman tambah ribet sja.,1
"log out sendiri,mau ubah no atau email via cs call center sama lewat wa susah gada respon",2
"Mempermudah namun tidak pernah berhasil daftar poli gigi faskes 1, selalu gagal meskipun baru buka jam daftar online ☹️",5
Joss tenan,5
nice,5
mudah dan sangat membantu,5
mantap,5
semoga makin di permudah segala urusan soal berobat yaa min🤲🤗,5
"sistem aplikasi dibuat untuk mempermudah mukannya tambah sulit, diperiksa ke RS disuruh reservasi online, udah reservasi online terkendala harus update no hp, saat mau ubah no hp malah gak bisa malah muncul alert gak bisa ganti hp, aneh kan sistem belum selesai gini udah digunain padahal taruhan nyawa pasien tapi diribetkan dengan skema seperti itu, ini mah masih Beta tapi udah di rilis",1
JKN mobile very good,5
bagus,5
ok,5
mempermudah dalam pendaftaran,5
aplikasi nya sering error...,1
Untuk merubah admin kepesertaan dg cepat,5
sip kerja,5
bagus,5
saya mengalami kesulitan pada saat melakukan pendaftaran untuk mendaftar berobat,4
aplikasi yang sangat membantu masyarakat dalam menuju Indonesia sehat ..,5
Berguna sekali dengan adanya Mobile BKN ini manfaatnya sangat penting sekali apalagi soal kesehatan..,5
mantab broo,5
aplikasi sangat bermmanfaat,5
mau riset pasword aja susahnya minta ampun,1
sangat mempermudah utk berobat zaman skrg tdak perlu antri2...,5
baik,5
Aplikasi paling ribet. Logout sendiri mau login lagi susah sekali. CS nya kagak jelas banget sumpah.,1
layanan bagus,5
sebagai penerima manfaat sangat berguna terimakasih atas kenyamanan pelayanan nya.,5
Jkn ini aapa. Ya? Apk seringg rusak. Gkjls keluar sendiri llalu. Lalu dimasukkan ggk bisa lgi. Gk jlsss,1
apk nya sangat membantu,4
bagus,5
susah mendaftar online,3
sangan membantu sekalii dan cepat,5
mantap,5
dev tolong update scan wajah nya jangan pake senyum cukup kedip aja kan tidak semua pasien bisa senyum jadi susah ga bisa masuk harap mohon di perbaiki dev,1
nagus,5
sangat bagus dan membantu,5
mantap,5
gagal terhubung server RS terus.. gimana nih mau daftar??,2
Mau bayar BPJS autodebit aja dipersulit harus pakai M-Banking tertentu. Terus kalo salah password 3 kali harus nunggu 180 detik? Nyawa manusia lu jadiin mainan? Developer dan pendana terlalu bodoh untuk hal seperti,1
sangat membantu sekali,5
pelayanan yang baik,5
dah pindah kelas 1 berobat suruh skrining tapi error goblog banget aplikasi,1
sangat membantu,5
"kebanyakan drama,aplikasi nya bertele tele .harap lebih di perhatikan lagi sistem nya,biar ga banyak drama",1
sangat bermanfaat memudahkan segala kendal dalam pelayanan kesehatan,5
mantap,5
respon cepat dan proses mudah,5
sangat membnatu sekali,5
sangat mudah dan membantu,5
sangat membantu,5
mungkin salah,4
"padahal udh diganti paskesnya ke paskes terbaru sesuai kk & ktp , tapi mau daftar online paskesnya masih paskes dulu 😭 pliss tolong gimana , mau daftar online jadi ga bisa gitu? 😭",2
"ini aplikasi gimana ya,kemarin saya batalin poli karna pengen ubah tanggal kunjungan tapi antrian poli yang dibatalkan itu gak hilang² didata jadi gabisa ngambil antrian baru dan udah 3 bulan masih gantung antrian yg dibatalkan itu,dan harus antri manual di rs. tolong dong diupdate data² antrian yg udah dibatalin biar bisa daftar ulang lagi",1
praktis sangat membantu,5
"Banyak manfaat yang didapat , semuanya jadi lebih mudah . terimakasih bpjs",5
mudahdan simpel aplikasinya,4
"sekarang apa² kudu pake JKN, tapi apk nya kyk gapernah ada perbaikan sma sekali. mending mah manual aja gausah JKN jkn segala klo tambah dipersulit gini proses nya. problem utama nya di server, emang server nya indo doang atau seluruh Asia? atau ke server Eropa, Amerika, dll. gitu? klo ada orang sakit parah, butuh penanganan segera, trs JKN nya malah ""gagal terhubung ke server RS"", pihak RS mana mau tanggung jawab? nanti yg di salahin user JKN nya gitu?",1
ok,5
DAPAT DIPERCAYA BERGUNA BANGET,5
JKN mantap❤️,5
dipermudah dalam berobat,5
mau cetak kartu gabisa dikirim ke gmail,1
semoga semakin baik,5
baik,5
terimakasih,5
sangat membantu sekali,5
menu lengkap,5
"Coba lagi nih, bisa apa tidak login ?",5
praktis,5
mantap,5
"ribet tod, dari dulu bug kaga di fix²",1
saya sangat puassss,5
sangat Membantu dalam pelayanan kesehatan,5
tolong di perbaiki lagii bug nya biar bisa ubah nomer telpon peserta nya suruh pilih metode verifikasi tapi gda pilihan nya gimna cbaa,3
bagus banget aplikasinya sgt mmbantu sekali terimakasih bnyk ya,5
Mantap,4
buruk ruwet,1
sangat bagus pelayananya sangat membatu juga,5
"ini kenapa saya mau daftar malah gak bisa ya, gimana si",1
baik,5
bagus,5
aplikasi yang sangat bermanfaat. terimakasih 🙏🏻,5
"tolong ini apk nya knp kdng suka susah login, sinyal bgus sya pakai wifi tpi msih gbsa dalam keadaan darurat malah gk bsa di pke huh",3
mohon jangan di persulit. masa daftar ke RS nunggu sebulan di karenakan kuota pasien nya sedikit,1
"aplikasi stres,mau daftar aja ribet bgt",1
Jkn ke depan nya lebih bagus lagi,5
mantap,5
cukup membantu,5
good,5
mempermudah urusan BPJS,5
"kak dari kemarin saya udah update, tp ternyata logout dengan sendirinya, saya sudah mencoba untuk masuk tp tetp belum bisa² ini dari kemarin ada salah sandi, nik, capctha lah trs udah nyoba lupa sandi kan mengisi yg bagian nik, captcha sama nomor hp biar dpt verifkasinya eh malah di suruh mencoba beberapa saat lagi begitu terus di ulang² nggak jadi², mohon di perbaiki ini sudah banyak yang memberitahukan tentang masalah dlm perupdate an, sekian terimakasih",1
Pelayanan Baik,5
mantap,5
pelayanan JKN sangat bagus,5
mantap,5
"BANYAK BUG, TDK MEMBANTU SM SKLI! MAU MEMPERBARUI WILAYAH BPJS, BERKALI-KALI DI TEKAN NAMA/YG TERDAFTAR SLLU STUCK DI NAMA PERTAMA YG MUNCUL!! APLIKASI PENTING SPRTI INI KENAPA BISA BANYAK BUG NYA.",1
apk gk guna bayar kelas 1 mahal buat apk hasil korupsi apk bodoh,1
"selama ini sangat membantu, terus diupgrade aja aplikasinya. good job",5
bagus sekali aplikasinya,5
sangat membantu,5
bagus baik,5
"dgn aplikasi mobile JKN Alhamdulillah, bisa mempermudah, urusan saya,, terimakasih JKN,,",4
selalu membantu,5
ok,5
mau daftar kok susah bgt sih,1
sistem eror ngambil antrian online susah perbaiki dong sistem nya,1
jadi makin susah berobat,1
"aplikasimu ribet nyusahin org mau berobat ,udah bener data nya malah di non aktifkan hadehh , pas masukin lagi malah salah ktnya , padahal itu udh sama persis seperti di awal",1
sangat membantu dan mudah,5
terima kasih SDH membantu kami,5
sangat membantu,5
apk nya bagus,5
ok,5
baik,5
"tolong di cek kembali itu psikologis customer service nya, emosian main tutup telepon",1
top,5
ok,5
Ok banget fiturnya dan mudah,5
terima kasih sangat membantu sekali dan mudah dalam pengoperasian,5
untuk pelayanan plupuh 2bagus,4
baik,5
sangat memudah kan,5
MANTAP,5
kenapa ya mau ambil antrian ke 2 gk bisa.,2
Mau mengecek hasil riwayat pelayanan tapi saat masuk ke menu Info riwayat pelayanan malah kosong (tak tertera data apapun). Why,4
"keren, mantab",5
jelek,1
"knp tdk bosa di screenshot ya, sekelas mobile banking saja bisa di screenshot hot,macam betul saja",4
mudah digunakan,5
bagus,5
Kenapa fitur penambahan peserta tidak bisa dipakai..?!,4
"Alhamdulillah sangat membantu, terima kasih.",5
cepat dan sangat membantu,5
"aplikasi bagus, sangan membantu mudah digunakan",5
Bagus Karena bisa lihat nomor bpjs istri sekaligus anak kalau aktif atau tidak,5
rujukan kadang gk muncul di aplikasi tb tb hilang makin tambah bikin ribet,4
